,5,6,7
2021-03-29,1384292,1316273,1064784
2021-03-30,1405747,1326227,1067500
2021-03-31,1426124,1337014,1070307
2021-04-01,1433278,1344504,1071980
2021-04-02,1437058,1349145,1072918
2021-04-03,1442630,1354563,1074052
2021-04-04,1444212,1356313,1074395
2021-04-05,1445171,1357391,1074626
2021-04-06,1448293,1359701,1075368
2021-04-07,1451751,1361738,1076124
2021-04-08,1454544,1363586,1076845
2021-04-09,1458233,1365812,1077692
2021-04-10,1462153,1368038,1078532
2021-04-11,1463973,1368948,1078938
2021-04-12,1465233,1369676,1079260
2021-04-13,1466479,1370418,1079624
2021-04-14,1467795,1371174,1080037
2021-04-15,1469139,1372007,1080415
2021-04-16,1470546,1372882,1080814
2021-04-17,1472107,1373764,1081206
2021-04-18,1472849,1374156,1081374
2021-04-19,1473563,1374625,1081591
2021-04-20,1474452,1375143,1081864
2021-04-21,1475432,1375738,1082151
2021-04-22,1476524,1376375,1082473
2021-04-23,1477784,1377110,1082802
2021-04-24,1479058,1377873,1083145
2021-04-25,1479639,1378195,1083278
2021-04-26,1480297,1378580,1083460
2021-04-27,1480941,1379028,1083670
2021-04-28,1481795,1379546,1083887
2021-04-29,1482719,1380078,1084153
2021-04-30,1483727,1380603,1084440
2021-05-01,1484714,1381219,1084678
2021-05-02,1485127,1381450,1084783
2021-05-03,1485379,1381611,1084860
2021-05-04,1485967,1381940,1085035
2021-05-05,1486604,1382325,1085266
2021-05-06,1487339,1382731,1085490
2021-05-07,1488053,1383137,1085707
2021-05-08,1489068,1383711,1086015
2021-05-09,1489551,1384019,1086134
2021-05-10,1490097,1384341,1086330
2021-05-11,1490930,1384824,1086610
2021-05-12,1491882,1385405,1086890
2021-05-13,1492897,1386000,1087233
2021-05-14,1494038,1386714,1087597
2021-05-15,1495368,1387533,1088010
2021-05-16,1495977,1387862,1088199
2021-05-17,1496544,1388191,1088402
2021-05-18,1497538,1388765,1088731
2021-05-19,1498784,1389458,1089116
2021-05-20,1499995,1390130,1089529
2021-05-21,1501080,1390767,1089872
2021-05-22,1502074,1391362,1090201
2021-05-23,1502088,1391369,1090201
2021-05-24,1502095,1391369,1090201
total,1816822,1625365,1237145
