,0,1,2,3
2021-02-15,1713264,8411893,1740459,1056405
2021-02-16,1747522,8551865,1832719,1096032
2021-02-17,1795283,8698347,1990422,1159046
2021-02-18,1844528,8823108,2146501,1219134
2021-02-19,1891022,8911693,2273796,1270304
2021-02-20,1936564,8987006,2403023,1321068
2021-02-21,1957361,9013893,2441957,1340185
2021-02-22,1982820,9053597,2497922,1366365
2021-02-23,2027662,9102569,2632651,1420426
2021-02-24,2086497,9163686,2824836,1505364
2021-02-25,2153830,9225363,3027528,1605408
2021-02-26,2225188,9281265,3233454,1715385
2021-02-27,2291366,9319317,3399361,1811999
2021-02-28,2320927,9336635,3450118,1865283
2021-03-01,2349095,9352812,3495975,1922186
2021-03-02,2379251,9370557,3551709,1991927
2021-03-03,2420572,9391067,3631418,2080645
2021-03-04,2474703,9417219,3752756,2199561
2021-03-05,2543373,9445352,3900351,2337552
2021-03-06,2611910,9468004,4042227,2481332
2021-03-07,2635682,9474073,4078494,2551059
2021-03-08,2661729,9486176,4124820,2637901
2021-03-09,2690898,9498265,4173967,2729832
2021-03-10,2726087,9510221,4229071,2838822
2021-03-11,2760961,9521841,4277959,2955106
2021-03-12,2816366,9535827,4357024,3120306
2021-03-13,2894808,9550695,4468198,3376926
2021-03-14,2928541,9557751,4516001,3506965
2021-03-15,2977611,9568720,4578875,3706647
2021-03-16,3036068,9579388,4646908,3944472
2021-03-17,3101560,9588796,4707997,4199335
2021-03-18,3178014,9598645,4770829,4506495
2021-03-19,3268503,9608088,4837861,4873330
2021-03-20,3396792,9617034,4916541,5335484
2021-03-21,3456978,9620163,4947075,5526101
2021-03-22,3515092,9625497,4979359,5697363
2021-03-23,3581837,9631888,5011629,5854380
2021-03-24,3664836,9638181,5043696,6001387
2021-03-25,3761156,9645013,5078227,6146126
2021-03-26,3880534,9651243,5114473,6298642
2021-03-27,4049276,9657242,5157320,6481230
2021-03-28,4141991,9659776,5177039,6569227
2021-03-29,4218361,9664011,5197661,6641418
2021-03-30,4299379,9668582,5217401,6703312
2021-03-31,4388538,9673419,5238170,6764345
2021-04-01,4456340,9677003,5253276,6795355
2021-04-02,4494546,9678424,5260066,6813905
2021-04-03,4533676,9679887,5268431,6836375
2021-04-04,4546710,9680356,5271798,6844663
2021-04-05,4555733,9680755,5274059,6849024
2021-04-06,4585987,9682855,5281437,6860777
2021-04-07,4617627,9685676,5290292,6873923
2021-04-08,4647965,9688497,5298118,6885515
2021-04-09,4682524,9691500,5306623,6899655
2021-04-10,4728479,9693712,5314141,6912801
2021-04-11,4752090,9694622,5317417,6918380
2021-04-12,4765873,9696267,5320966,6923763
2021-04-13,4791591,9698171,5325145,6929363
2021-04-14,4857111,9700117,5329758,6934928
2021-04-15,4937793,9702154,5334833,6940591
2021-04-16,5025020,9704429,5340209,6946107
2021-04-17,5123643,9705766,5345095,6951182
2021-04-18,5184830,9706319,5347580,6953534
2021-04-19,5257413,9707523,5350835,6956971
2021-04-20,5329324,9709049,5354720,6960940
2021-04-21,5409621,9710673,5359130,6965182
2021-04-22,5499480,9712374,5363736,6969543
2021-04-23,5593581,9714159,5368762,6974184
2021-04-24,5703572,9715307,5373242,6978321
2021-04-25,5756975,9715881,5375363,6980267
2021-04-26,5811589,9717064,5378485,6983606
2021-04-27,5885579,9718415,5382433,6987183
2021-04-28,5975298,9719843,5386801,6990536
2021-04-29,6071856,9721341,5391561,6994365
2021-04-30,6171655,9722853,5396062,6998278
2021-05-01,6279952,9723637,5399800,7001155
2021-05-02,6343078,9723945,5401669,7002548
2021-05-03,6395228,9724246,5402978,7003458
2021-05-04,6481426,9725093,5406107,7005915
2021-05-05,6574960,9726248,5410202,7009359
2021-05-06,6662873,9727487,5414493,7012530
2021-05-07,6758318,9728733,5418938,7015722
2021-05-08,6880461,9729580,5423054,7018956
2021-05-09,6945953,9729958,5425063,7020538
2021-05-10,7011984,9730777,5428220,7023156
2021-05-11,7099099,9732107,5432882,7027076
2021-05-12,7232722,9733472,5439455,7031157
2021-05-13,7389578,9734921,5446448,7035889
2021-05-14,7555996,9736195,5453182,7040152
2021-05-15,7741545,9737091,5459846,7044408
2021-05-16,7836500,9737518,5462919,7046473
2021-05-17,7907991,9738281,5466006,7049511
2021-05-18,8045394,9739422,5471438,7053284
2021-05-19,8256941,9740794,5478550,7057883
2021-05-20,8463084,9742103,5485760,7062328
2021-05-21,8625218,9743125,5491416,7066157
2021-05-22,8777951,9743804,5496274,7069692
2021-05-23,8814617,9743958,5497331,7070441
2021-05-24,8847923,9744322,5498724,7071533
2021-05-25,8900010,9744672,5500453,7072688
2021-05-26,8973797,9745141,5502672,7074067
total,23702000,10089611,6316219,8071014
