,0,1,2,3
2021-04-19,7253526,142800,370307,427273
2021-04-20,7227759,142170,368858,425873
2021-04-21,7197050,141505,367101,424011
2021-04-22,7162414,140861,365267,422205
2021-04-23,7125902,140161,363335,420322
2021-04-24,7078554,139650,361508,418593
2021-04-25,7056056,139349,360535,417718
2021-04-26,7035119,138873,359359,416192
2021-04-27,7003913,138341,357777,414547
2021-04-28,6969620,137746,355992,413133
2021-04-29,6930518,137109,354095,411761
2021-04-30,6891598,136591,352394,410256
2021-05-01,6850620,136234,350966,409241
2021-05-02,6825427,136087,350126,408639
2021-05-03,6804644,135954,349524,408233
2021-05-04,6770624,135639,348369,407393
2021-05-05,6732754,135212,346857,406105
2021-05-06,6696928,134645,345079,404775
2021-05-07,6656111,134176,343336,403396
2021-05-08,6607174,133840,341691,402136
2021-05-09,6580735,133679,340872,401478
2021-05-10,6554653,133329,339598,400505
2021-05-11,6521963,132902,337869,399112
2021-05-12,6466187,132314,335083,397390
2021-05-13,6402417,131691,332024,395213
2021-05-14,6336645,131236,329385,393554
2021-05-15,6261724,130858,326655,391951
2021-05-16,6223644,130669,325367,391062
2021-05-17,6196372,130389,324163,390047
2021-05-18,6143536,129941,322119,388633
2021-05-19,6055602,129360,319102,386862
2021-05-20,5973737,128870,316365,385161
2021-05-21,5910765,128478,314118,383845
2021-05-22,5850999,128163,312158,382396
2021-05-23,5816251,128016,311164,381675
2021-05-24,5783197,127673,309813,380604
2021-05-25,5731110,127323,308084,379449
2021-05-26,5657323,126854,305865,378070
total,9459149,4367545,2624265,3391682
