,0,1,2,3
2021-02-14,1855,71169,18277,1743
2021-02-15,2212,73178,19782,2079
2021-02-16,2646,74886,21651,2492
2021-02-17,3038,76307,23702,2863
2021-02-18,3472,77539,25872,3283
2021-02-19,3822,78470,27741,3598
2021-02-20,3871,78540,27972,3668
2021-02-21,3892,78568,28056,3682
2021-02-22,4312,79527,30079,4018
2021-02-23,4809,80682,32487,4480
2021-02-24,5341,81704,34692,4956
2021-02-25,5768,82439,36820,5334
2021-02-26,6104,83055,38570,5670
2021-02-27,6174,83160,38787,5719
2021-02-28,6195,83223,38857,5740
2021-03-01,6573,84105,40579,6132
2021-03-02,7217,85092,43008,6643
2021-03-03,7903,86100,45416,7259
2021-03-04,8673,87129,47873,7910
2021-03-05,9261,87948,49798,8603
2021-03-06,9380,88046,50022,8687
2021-03-07,9422,88095,50141,8729
2021-03-08,10150,89180,52402,9709
2021-03-09,10976,90377,54761,10920
2021-03-10,11816,91511,57400,12600
2021-03-11,12803,92603,59955,14609
2021-03-12,13622,93485,61985,16688
2021-03-13,13734,93618,62258,17073
2021-03-14,13804,93688,62370,17206
2021-03-15,14714,94654,64701,20062
2021-03-16,15757,95690,66927,23275
2021-03-17,16758,96565,69181,26964
2021-03-18,17696,97531,71197,30121
2021-03-19,18445,98182,72891,33054
2021-03-20,18620,98294,73227,33740
2021-03-21,18690,98378,73346,34048
2021-03-22,19621,99169,74963,36953
2021-03-23,20881,100275,77161,40516
2021-03-24,21791,101059,78911,43253
2021-03-25,22589,101710,80339,45325
2021-03-26,23289,102214,81564,46991
2021-03-27,23394,102298,81669,47173
2021-03-28,23471,102333,81816,47278
2021-03-29,24052,102809,82929,48587
2021-03-30,24640,103208,83832,49812
2021-03-31,25221,103635,84616,51037
2021-04-01,25718,103957,85435,52115
2021-04-02,25774,103971,85477,52248
2021-04-03,25816,103985,85589,52353
2021-04-04,25844,103999,85638,52444
2021-04-05,25907,104041,85680,52500
2021-04-06,26376,104349,86485,53823
2021-04-07,26810,104636,87080,54810
2021-04-08,27181,105035,87689,55783
2021-04-09,27545,105315,88221,56546
2021-04-10,27601,105420,88277,56630
2021-04-11,27622,105427,88291,56658
2021-04-12,27916,105763,88788,57421
2021-04-13,28455,106197,89481,58387
2021-04-14,29085,106449,90090,59213
2021-04-15,29757,106736,90524,59913
2021-04-16,30247,107037,91035,60494
2021-04-17,30324,107044,91063,60550
2021-04-18,30366,107044,91098,60564
2021-04-19,31052,107184,91567,61096
2021-04-20,31941,107380,92015,61971
2021-04-21,32641,107576,92533,62503
2021-04-22,33607,107877,92918,63007
2021-04-23,34594,108171,93436,63448
2021-04-24,34664,108178,93450,63469
2021-04-25,34706,108199,93499,63504
2021-04-26,35448,108423,93933,64092
2021-04-27,36820,108703,94619,64715
2021-04-28,37821,108927,95067,65072
2021-04-29,38675,109081,95550,65807
2021-04-30,39613,109375,95963,66402
2021-05-01,39704,109389,95977,66430
2021-05-02,39739,109396,95998,66465
2021-05-03,39788,109403,96012,66493
2021-05-04,40586,109536,96453,67018
2021-05-05,41608,109767,97139,67928
2021-05-06,42518,109893,97496,68397
2021-05-07,43757,110166,97986,68880
2021-05-08,44002,110187,98035,68964
2021-05-09,44072,110194,98049,68971
2021-05-10,45808,110334,98616,69552
2021-05-11,47999,110754,99323,70483
2021-05-12,49910,110936,99883,71029
2021-05-13,51800,111181,100359,71561
2021-05-14,53319,111405,100758,71953
2021-05-15,53564,111419,100807,72051
2021-05-16,53746,111454,100863,72100
2021-05-17,55706,111608,101220,72989
2021-05-18,57862,111790,101612,73458
2021-05-19,59731,111902,101983,73920
2021-05-20,61530,112084,102438,74361
2021-05-21,62727,112252,102711,74816
2021-05-22,62979,112259,102732,74991
2021-05-23,63070,112266,102746,74991
2021-05-24,63301,112280,102795,75012
total,14242851,5722066,3691954,4679332
