,0,1,2,3
2021-02-16,1014104,4790275,1047396,647192
2021-02-17,1042832,4866715,1131879,685580
2021-02-18,1072323,4936197,1217496,722540
2021-02-19,1100547,4981963,1288777,753823
2021-02-20,1128190,5022024,1363971,785029
2021-02-21,1140559,5035730,1384803,795340
2021-02-22,1155175,5054973,1415022,810719
2021-02-23,1181397,5079529,1488053,843171
2021-02-24,1216075,5108950,1598835,895048
2021-02-25,1256731,5141003,1713754,954744
2021-02-26,1299326,5168254,1831025,1018500
2021-02-27,1340269,5187511,1930509,1077664
2021-02-28,1357517,5195316,1959454,1108093
2021-03-01,1373967,5203156,1985270,1141826
2021-03-02,1391859,5211731,2017372,1182272
2021-03-03,1414609,5221587,2057468,1230803
2021-03-04,1446816,5233613,2125179,1295196
2021-03-05,1490349,5247529,2216760,1376354
2021-03-06,1532748,5259240,2301068,1460284
2021-03-07,1547756,5262628,2323020,1502942
2021-03-08,1563590,5268263,2348794,1555316
2021-03-09,1580726,5273499,2374967,1609258
2021-03-10,1601425,5279036,2404255,1673707
2021-03-11,1622894,5284384,2431163,1740039
2021-03-12,1655724,5290873,2475354,1828778
2021-03-13,1703674,5298580,2541105,1964977
2021-03-14,1723624,5302248,2569203,2036510
2021-03-15,1753150,5306854,2602530,2145003
2021-03-16,1787380,5311656,2639161,2272802
2021-03-17,1823829,5315989,2671571,2410212
2021-03-18,1868342,5320420,2704660,2573795
2021-03-19,1920653,5325201,2740647,2788135
2021-03-20,1996344,5329877,2782864,3042970
2021-03-21,2029797,5331634,2799104,3149545
2021-03-22,2062718,5333846,2814308,3242897
2021-03-23,2098579,5336492,2828875,3325084
2021-03-24,2145738,5339243,2844247,3405101
2021-03-25,2198399,5342757,2862671,3485783
2021-03-26,2264143,5345949,2881473,3571792
2021-03-27,2352035,5349288,2904405,3676624
2021-03-28,2399922,5350646,2914548,3725533
2021-03-29,2441348,5352655,2924782,3765356
2021-03-30,2483964,5354951,2934939,3799481
2021-03-31,2532789,5357366,2945803,3833459
2021-04-01,2570085,5359123,2953384,3849762
2021-04-02,2590343,5359802,2956870,3859128
2021-04-03,2612421,5360635,2961784,3871252
2021-04-04,2617356,5360845,2963212,3874927
2021-04-05,2622578,5361034,2964360,3877195
2021-04-06,2639623,5362056,2968105,3883376
2021-04-07,2655548,5363337,2972263,3889620
2021-04-08,2672628,5364681,2976211,3894975
2021-04-09,2691094,5366186,2980313,3901744
2021-04-10,2716840,5367355,2984471,3908730
2021-04-11,2730028,5367859,2986375,3911866
2021-04-12,2737910,5368503,2987894,3914169
2021-04-13,2750713,5369238,2989665,3916528
2021-04-14,2789675,5370148,2991912,3919020
2021-04-15,2834783,5371135,2994376,3921561
2021-04-16,2885008,5372353,2997127,3924242
2021-04-17,2941764,5373130,3000081,3927084
2021-04-18,2974776,5373424,3001460,3928386
2021-04-19,3019660,5373963,3003035,3929793
2021-04-20,3064894,5374663,3005002,3931466
2021-04-21,3113775,5375447,3007144,3933328
2021-04-22,3168018,5376203,3009538,3935379
2021-04-23,3224613,5376994,3012128,3937703
2021-04-24,3287193,5377638,3014774,3940090
2021-04-25,3318056,5377890,3015873,3941119
2021-04-26,3350977,5378373,3017364,3942344
2021-04-27,3392389,5378926,3019051,3943646
2021-04-28,3446807,5379542,3021193,3945228
2021-04-29,3503388,5380249,3023573,3946957
2021-04-30,3563329,5380949,3025974,3948777
2021-05-01,3630557,5381362,3028270,3950618
2021-05-02,3668462,5381516,3029278,3951367
2021-05-03,3699787,5381677,3029971,3951850
2021-05-04,3751167,5382069,3031511,3952949
2021-05-05,3805802,5382573,3033366,3954202
2021-05-06,3856972,5383119,3035529,3955567
2021-05-07,3910368,5383630,3037748,3956897
2021-05-08,3983301,5384120,3040170,3958794
2021-05-09,4022284,5384330,3041353,3959711
2021-05-10,4060476,5384666,3042669,3960775
2021-05-11,4112703,5385156,3044895,3962371
2021-05-12,4188569,5385772,3048115,3964177
2021-05-13,4279751,5386360,3051573,3966137
2021-05-14,4378871,5386955,3055283,3968356
2021-05-15,4489261,5387459,3059175,3970918
2021-05-16,4545961,5387662,3060904,3972038
2021-05-17,4588206,5387998,3062416,3973144
2021-05-18,4670596,5388509,3065405,3975034
2021-05-19,4792277,5389146,3069129,3977365
2021-05-20,4914763,5389790,3073147,3979668
2021-05-21,5012735,5390252,3076311,3981726
2021-05-22,5105450,5390609,3079188,3983644
2021-05-23,5107284,5390609,3079237,3983672
2021-05-24,5107291,5390616,3079237,3983672
total,14242851,5722066,3691954,4679332
