,0,1,2,3
2021-02-16,728980,3632447,747509,444794
2021-02-17,747243,3700074,817173,468776
2021-02-18,766234,3753099,883806,491120
2021-02-19,783888,3794350,936467,510454
2021-02-20,801682,3829504,990101,529893
2021-02-21,810054,3842650,1008056,538671
2021-02-22,820148,3861487,1030050,548898
2021-02-23,837830,3884034,1087352,569751
2021-02-24,861077,3913756,1164996,602049
2021-02-25,886956,3942162,1249143,641690
2021-02-26,915103,3969784,1335040,687309
2021-02-27,940198,3988509,1401008,724661
2021-02-28,952490,3997952,1422778,747488
2021-03-01,963445,4004616,1439606,769930
2021-03-02,974589,4011959,1459108,798294
2021-03-03,992033,4020730,1494626,837151
2021-03-04,1012725,4032966,1544095,890386
2021-03-05,1036805,4045797,1596672,946008
2021-03-06,1062740,4056654,1653750,1005634
2021-03-07,1071399,4059237,1667813,1032626
2021-03-08,1080324,4063703,1684172,1065421
2021-03-09,1090852,4068267,1702631,1101114
2021-03-10,1103844,4072670,1723589,1142372
2021-03-11,1115625,4076765,1741138,1188425
2021-03-12,1136975,4082841,1772750,1261218
2021-03-13,1167229,4089862,1817795,1380883
2021-03-14,1180914,4093194,1837367,1439179
2021-03-15,1198974,4097688,1863057,1525517
2021-03-16,1221563,4101804,1890728,1628669
2021-03-17,1248849,4105262,1915641,1740025
2021-03-18,1279194,4109168,1942059,1878107
2021-03-19,1315965,4112654,1969793,2025653
2021-03-20,1368255,4116749,2005885,2231922
2021-03-21,1394876,4118037,2020039,2315621
2021-03-22,1418494,4119801,2034249,2388785
2021-03-23,1447236,4121740,2047983,2457609
2021-03-24,1481291,4123861,2061801,2519972
2021-03-25,1523396,4126094,2075654,2580305
2021-03-26,1575581,4128341,2091110,2643949
2021-03-27,1656298,4130924,2110899,2721642
2021-03-28,1701035,4132051,2120377,2760737
2021-03-29,1734964,4133465,2128931,2790641
2021-03-30,1772288,4135047,2136932,2816464
2021-03-31,1811642,4136741,2145577,2841783
2021-04-01,1841217,4137980,2151772,2854859
2021-04-02,1859088,4138701,2155041,2863903
2021-04-03,1876056,4139303,2158366,2874102
2021-04-04,1884134,4139548,2160256,2878617
2021-04-05,1887858,4139716,2161320,2880640
2021-04-06,1900052,4140318,2163665,2884231
2021-04-07,1914766,4141284,2166969,2889054
2021-04-08,1927226,4142208,2169727,2893478
2021-04-09,1942514,4143258,2173094,2899400
2021-04-10,1962569,4144182,2176370,2905441
2021-04-11,1972964,4144588,2177679,2907821
2021-04-12,1978179,4145120,2178869,2909599
2021-04-13,1990212,4145743,2180290,2911433
2021-04-14,2015706,4146387,2181767,2913218
2021-04-15,2049817,4147031,2183503,2915038
2021-04-16,2085678,4147703,2185365,2916907
2021-04-17,2127426,4148256,2187241,2919007
2021-04-18,2155524,4148515,2188277,2919994
2021-04-19,2181914,4148879,2189257,2920995
2021-04-20,2207002,4149341,2190433,2922031
2021-04-21,2236990,4149831,2191924,2923298
2021-04-22,2270926,4150342,2193422,2924593
2021-04-23,2306976,4150881,2195102,2926014
2021-04-24,2354282,4151385,2196901,2927701
2021-04-25,2376773,4151686,2197867,2928562
2021-04-26,2396716,4152050,2198784,2929444
2021-04-27,2427257,4152470,2200149,2930515
2021-04-28,2460738,4152974,2201556,2931551
2021-04-29,2499126,4153534,2203264,2932657
2021-04-30,2537395,4153968,2204762,2933847
2021-05-01,2578317,4154304,2206176,2934848
2021-05-02,2603496,4154451,2207016,2935429
2021-05-03,2624258,4154563,2207548,2935779
2021-05-04,2657732,4154801,2208528,2936402
2021-05-05,2695035,4155130,2209802,2937284
2021-05-06,2729195,4155571,2211405,2938264
2021-05-07,2769249,4155942,2212910,2939349
2021-05-08,2818109,4156264,2214534,2940574
2021-05-09,2844331,4156418,2215346,2941218
2021-05-10,2869517,4156663,2216270,2941946
2021-05-11,2901017,4156964,2217705,2942912
2021-05-12,2955190,4157405,2220078,2944200
2021-05-13,3017581,4157839,2222668,2945642
2021-05-14,3082310,4158217,2225125,2947098
2021-05-15,3157140,4158595,2227848,2948701
2021-05-16,3195171,4158784,2229129,2949569
2021-05-17,3221407,4158994,2230123,2950311
2021-05-18,3273074,4159302,2231950,2951368
2021-05-19,3359846,4159778,2234778,2952894
2021-05-20,3440976,4160219,2237410,2954392
2021-05-21,3503227,4160555,2239524,2955596
2021-05-22,3562804,4160856,2241470,2956996
2021-05-23,3597538,4161003,2242457,2957710
2021-05-24,3629822,4161192,2243549,2958424
2021-05-25,3681048,4161465,2245124,2959362
2021-05-26,3753526,4161787,2247175,2960482
total,9459149,4367545,2624265,3391682
