,0,1,2,3
2021-02-25,891037,4000178,1275701,645120
2021-02-26,919450,4028255,1362571,691012
2021-02-27,944573,4046966,1428616,728392
2021-02-28,956858,4056430,1450372,751233
2021-03-01,968184,4063850,1468600,774004
2021-03-02,979776,4072040,1489740,802760
2021-03-03,997633,4081665,1526896,842317
2021-03-04,1018759,4094713,1577947,896161
2021-03-05,1043294,4108132,1632001,952266
2021-03-06,1069306,4119010,1689268,1012032
2021-03-07,1078028,4121642,1703464,1039059
2021-03-08,1087401,4127032,1721342,1072512
2021-03-09,1098566,4132681,1741880,1109213
2021-03-10,1112202,4137945,1765015,1152004
2021-03-11,1124613,4143125,1784426,1199842
2021-03-12,1146355,4149747,1817221,1274147
2021-03-13,1176686,4156796,1862420,1394022
2021-03-14,1190392,4160114,1881999,1452395
2021-03-15,1209026,4165476,1909201,1540546
2021-03-16,1232189,4170320,1938286,1646316
2021-03-17,1260175,4174464,1964620,1760227
2021-03-18,1291178,4178888,1992333,1900633
2021-03-19,1328530,4182878,2021488,2050174
2021-03-20,1380890,4187029,2057699,2256646
2021-03-21,1407560,4188310,2071881,2340345
2021-03-22,1431794,4190613,2087337,2415434
2021-03-23,1461369,4193252,2102814,2486673
2021-03-24,1496271,4196017,2117801,2550877
2021-03-25,1539139,4198684,2132515,2612764
2021-03-26,1592073,4201239,2148769,2677724
2021-03-27,1672916,4203843,2168614,2755431
2021-03-28,1717667,4204977,2178078,2794477
2021-03-29,1752030,4206692,2187367,2825564
2021-03-30,1789830,4208596,2196068,2852136
2021-03-31,1829597,4210591,2205280,2878064
2021-04-01,1859592,4212124,2212028,2891700
2021-04-02,1877484,4212852,2215304,2900765
2021-04-03,1894494,4213468,2218650,2911020
2021-04-04,1902572,4213713,2220540,2915542
2021-04-05,1906310,4213888,2221611,2917579
2021-04-06,1919001,4214665,2224439,2921821
2021-04-07,1934289,4215918,2228555,2927750
2021-04-08,1947148,4217017,2231810,2932993
2021-04-09,1962870,4218263,2235674,2939608
2021-04-10,1983023,4219208,2238992,2945698
2021-04-11,1993432,4219614,2240343,2948120
2021-04-12,1999025,4220286,2241876,2950402
2021-04-13,2011408,4221028,2243626,2952705
2021-04-14,2037343,4221812,2245418,2954987
2021-04-15,2072189,4222589,2247630,2957430
2021-04-16,2108687,4223394,2249751,2959691
2021-04-17,2150491,4223954,2251662,2961868
2021-04-18,2178617,4224213,2252740,2962911
2021-04-19,2205623,4224745,2253958,2964409
2021-04-20,2231390,4225375,2255407,2965809
2021-04-21,2262099,4226040,2257164,2967671
2021-04-22,2296735,4226684,2258998,2969477
2021-04-23,2333247,4227384,2260930,2971360
2021-04-24,2380595,4227895,2262757,2973089
2021-04-25,2403093,4228196,2263730,2973964
2021-04-26,2424030,4228672,2264906,2975490
2021-04-27,2455236,4229204,2266488,2977135
2021-04-28,2489529,4229799,2268273,2978549
2021-04-29,2528631,4230436,2270170,2979921
2021-04-30,2567551,4230954,2271871,2981426
2021-05-01,2608529,4231311,2273299,2982441
2021-05-02,2633722,4231458,2274139,2983043
2021-05-03,2654505,4231591,2274741,2983449
2021-05-04,2688525,4231906,2275896,2984289
2021-05-05,2726395,4232333,2277408,2985577
2021-05-06,2762221,4232900,2279186,2986907
2021-05-07,2803038,4233369,2280929,2988286
2021-05-08,2851975,4233705,2282574,2989546
2021-05-09,2878414,4233866,2283393,2990204
2021-05-10,2904496,4234216,2284667,2991177
2021-05-11,2937186,4234643,2286396,2992570
2021-05-12,2992962,4235231,2289182,2994292
2021-05-13,3056732,4235854,2292241,2996469
2021-05-14,3122504,4236309,2294880,2998128
2021-05-15,3197425,4236687,2297610,2999731
2021-05-16,3235505,4236876,2298898,3000620
2021-05-17,3262777,4237156,2300102,3001635
2021-05-18,3315613,4237604,2302146,3003049
2021-05-19,3403547,4238185,2305163,3004820
2021-05-20,3485412,4238675,2307900,3006521
2021-05-21,3548384,4239067,2310147,3007837
2021-05-22,3608150,4239382,2312107,3009286
2021-05-23,3642898,4239529,2313101,3010007
2021-05-24,3675952,4239872,2314452,3011078
2021-05-25,3728039,4240222,2316181,3012233
2021-05-26,3801826,4240691,2318400,3013612
total,9459149,4367545,2624265,3391682
