,0,1,2,3
2021-02-24,2076991,9022293,2762823,1497216
2021-02-25,2143533,9082745,2961826,1596560
2021-02-26,2214275,9137611,3164917,1705970
2021-02-27,2280313,9175586,3330292,1802514
2021-02-28,2309860,9192834,3380986,1855770
2021-03-01,2337258,9207338,3423602,1911945
2021-03-02,2366294,9223256,3475185,1980762
2021-03-03,2406481,9241883,3550750,2068150
2021-03-04,2459359,9266138,3667853,2185799
2021-03-05,2526965,9292885,3811934,2322586
2021-03-06,2595285,9315446,3953229,2466156
2021-03-07,2618945,9321410,3989216,2535806
2021-03-08,2643704,9331504,4031307,2620975
2021-03-09,2671326,9341304,4075890,2710603
2021-03-10,2704968,9351237,4126094,2816331
2021-03-11,2738183,9360673,4170502,2928723
2021-03-12,2792314,9373238,4246235,3090269
2021-03-13,2870511,9387966,4356947,3346140
2021-03-14,2904146,9394966,4404568,3475983
2021-03-15,2951683,9404066,4463508,3670828
2021-03-16,3008460,9412977,4527754,3901779
2021-03-17,3072195,9420768,4585000,4150573
2021-03-18,3147032,9429098,4644402,4452217
2021-03-19,3236079,9437365,4708025,4814159
2021-03-20,3364053,9446129,4786201,5275319
2021-03-21,3424113,9449174,4816560,5465621
2021-03-22,3480645,9453150,4845911,5632172
2021-03-23,3545241,9457735,4874170,5783204
2021-03-24,3626448,9462607,4903318,5925605
2021-03-25,3721207,9468368,4935546,6066641
2021-03-26,3839115,9473814,4969734,6216329
2021-03-27,4007724,9479736,5012406,6398875
2021-03-28,4100355,9482221,5031978,6486893
2021-03-29,4175717,9485644,5050745,6556620
2021-03-30,4255657,9489522,5068875,6616582
2021-03-31,4343822,9493631,5088356,6675893
2021-04-01,4410693,9496627,5102125,6705272
2021-04-02,4448836,9498076,5108873,6723689
2021-04-03,4487882,9499511,5117098,6746012
2021-04-04,4500895,9499966,5120409,6754209
2021-04-05,4509841,9500323,5122621,6758500
2021-04-06,4539080,9501954,5128704,6768279
2021-04-07,4569516,9504201,5136145,6779339
2021-04-08,4599063,9506476,5142844,6789111
2021-04-09,4632824,9509031,5150299,6801809
2021-04-10,4678625,9511138,5157726,6814829
2021-04-11,4702215,9512048,5160925,6820359
2021-04-12,4715312,9513231,5163634,6824440
2021-04-13,4740148,9514617,5166819,6828640
2021-04-14,4804611,9516192,5170543,6832917
2021-04-15,4883837,9517837,5174729,6837285
2021-04-16,4969930,9519734,5179342,6841828
2021-04-17,5068448,9521064,5184151,6846770
2021-04-18,5129558,9521617,5186559,6849059
2021-04-19,5200839,9522527,5189107,6851467
2021-04-20,5271154,9523689,5192243,6854176
2021-04-21,5349981,9524970,5195862,6857305
2021-04-22,5438160,9526237,5199747,6860644
2021-04-23,5530798,9527567,5204010,6864389
2021-04-24,5640698,9528722,5208434,6868456
2021-04-25,5694066,9529275,5210485,6870346
2021-04-26,5746930,9530129,5212886,6872460
2021-04-27,5818890,9531095,5215931,6874840
2021-04-28,5906775,9532208,5219466,6877465
2021-04-29,6001751,9533482,5223540,6880293
2021-04-30,6099961,9534616,5227425,6883310
2021-05-01,6208111,9535372,5231121,6886159
2021-05-02,6271188,9535673,5232969,6887482
2021-05-03,6323275,9535939,5234187,6888322
2021-05-04,6408129,9536576,5236700,6890044
2021-05-05,6500067,9537409,5239822,6892172
2021-05-06,6585397,9538396,5243567,6894517
2021-05-07,6678756,9539278,5247270,6896932
2021-05-08,6800479,9540097,5251295,6900061
2021-05-09,6865642,9540454,5253276,6901608
2021-05-10,6928894,9541035,5255495,6903393
2021-05-11,7012243,9541826,5259135,6905955
2021-05-12,7141911,9542876,5264700,6909042
2021-05-13,7295183,9543898,5270713,6912444
2021-05-14,7457898,9544871,5276831,6916098
2021-05-15,7642691,9545746,5283411,6920256
2021-05-16,7736414,9546138,5286400,6922223
2021-05-17,7804552,9546670,5288871,6924057
2021-05-18,7937678,9547496,5293631,6926976
2021-05-19,8143282,9548574,5300064,6930784
2021-05-20,8265768,9549218,5304082,6933087
2021-05-21,8363740,9549680,5307246,6935145
2021-05-22,8456455,9550037,5310123,6937063
2021-05-23,8458289,9550037,5310172,6937091
2021-05-24,8458296,9550044,5310172,6937091
total,23704212,10089709,6311858,8072869
