,0,1,2,3
2021-04-05,2649423,5466867,3052448,3931445
2021-04-06,2666986,5468190,3056998,3938956
2021-04-07,2683338,5469758,3061737,3946173
2021-04-08,2700817,5471480,3066308,3952522
2021-04-09,2719654,5473237,3070949,3960047
2021-04-10,2745456,5474504,3075149,3967103
2021-04-11,2758658,5475008,3077074,3970260
2021-04-12,2766848,5475981,3079090,3973361
2021-04-13,2780183,5477143,3081519,3976658
2021-04-14,2819768,5478305,3084340,3979941
2021-04-15,2865604,5479565,3087203,3983161
2021-04-16,2916333,5481035,3090458,3986416
2021-04-17,2973152,5481812,3093433,3989314
2021-04-18,3006213,5482106,3094840,3990623
2021-04-19,3051790,5482778,3096877,3992562
2021-04-20,3097934,5483674,3099313,3995131
2021-04-21,3147522,5484633,3101966,3997511
2021-04-22,3202745,5485690,3104738,4000066
2021-04-23,3260334,5486775,3107832,4002824
2021-04-24,3322977,5487412,3110485,4005232
2021-04-25,3353882,5487685,3111633,4006303
2021-04-26,3387559,5488392,3113579,4008116
2021-04-27,3430343,5489211,3115945,4010048
2021-04-28,3485769,5490044,3118528,4011987
2021-04-29,3543225,5490905,3121391,4014444
2021-04-30,3604104,5491899,3124191,4016852
2021-05-01,3671423,5492326,3126501,4018714
2021-05-02,3709356,5492487,3127530,4019505
2021-05-03,3740723,5492655,3128237,4020009
2021-05-04,3792901,5493187,3130211,4021626
2021-05-05,3848565,5493915,3132794,4023782
2021-05-06,3900652,5494587,3135307,4025623
2021-05-07,3955280,5495364,3138009,4027436
2021-05-08,4028486,5495875,3140480,4029410
2021-05-09,4067539,5496092,3141670,4030334
2021-05-10,4107488,5496561,3143553,4031979
2021-05-11,4161913,5497464,3146486,4034506
2021-05-12,4239760,5498241,3150273,4036865
2021-05-13,4332846,5499067,3154207,4039420
2021-05-14,4433492,5499886,3158302,4042024
2021-05-15,4544120,5500404,3162236,4044677
2021-05-16,4600995,5500642,3164021,4045853
2021-05-17,4645214,5501125,3165904,4047876
2021-05-18,4729781,5501818,3169292,4050235
2021-05-19,4853394,5502609,3173387,4053063
2021-05-20,4977672,5503428,3177860,4055807
2021-05-21,5076834,5504058,3181269,4058320
2021-05-22,5169801,5504422,3184167,4060406
2021-05-23,5171719,5504429,3184230,4060434
2021-05-24,5171971,5504450,3184272,4060455
total,14242851,5722066,3691954,4679332
