,5,6,7
2021-04-02,1053766,1001483,808647
2021-04-03,1058442,1006131,809522
2021-04-04,1060304,1008399,809907
2021-04-05,1061116,1009393,810124
2021-04-06,1062838,1010842,810551
2021-04-07,1065232,1012522,811300
2021-04-08,1067521,1013915,812035
2021-04-09,1070741,1015840,812812
2021-04-10,1074262,1017702,813463
2021-04-11,1075739,1018339,813743
2021-04-12,1076733,1018871,813988
2021-04-13,1077720,1019452,814254
2021-04-14,1078693,1020033,814485
2021-04-15,1079708,1020593,814730
2021-04-16,1080730,1021181,814989
2021-04-17,1081892,1021818,815283
2021-04-18,1082459,1022126,815402
2021-04-19,1082970,1022448,815570
2021-04-20,1083530,1022763,815731
2021-04-21,1084230,1023134,815927
2021-04-22,1084916,1023568,816102
2021-04-23,1085714,1023981,816312
2021-04-24,1086645,1024506,816543
2021-04-25,1087100,1024772,816683
2021-04-26,1087541,1025066,816823
2021-04-27,1088087,1025444,816977
2021-04-28,1088626,1025794,817124
2021-04-29,1089200,1026158,817292
2021-04-30,1089858,1026522,817460
2021-05-01,1090418,1026837,817593
2021-05-02,1090740,1027012,817663
2021-05-03,1090936,1027124,817712
2021-05-04,1091286,1027313,817796
2021-05-05,1091748,1027593,817936
2021-05-06,1092252,1027908,818097
2021-05-07,1092826,1028230,818279
2021-05-08,1093491,1028608,818475
2021-05-09,1093848,1028797,818566
2021-05-10,1094240,1029028,818671
2021-05-11,1094758,1029336,818811
2021-05-12,1095409,1029749,819028
2021-05-13,1096130,1030232,819273
2021-05-14,1096893,1030666,819532
2021-05-15,1097747,1031163,819784
2021-05-16,1098223,1031422,819924
2021-05-17,1098594,1031632,820085
2021-05-18,1099126,1031975,820253
2021-05-19,1099917,1032458,820519
2021-05-20,1100652,1032934,820799
2021-05-21,1101275,1033305,821016
2021-05-22,1102010,1033725,821261
2021-05-23,1102388,1033935,821380
2021-05-24,1102759,1034138,821527
2021-05-25,1103221,1034467,821667
2021-05-26,1103767,1034866,821842
total,1297807,1178968,914893
