,0,1,2,3
2021-02-03,8871366,1891204,2262638,3056480
2021-02-04,8858122,1776208,2230914,3048591
2021-02-05,8845333,1666994,2198273,3040730
2021-02-06,8834161,1529122,2150379,3033478
2021-02-07,8827504,1459486,2128588,3028949
2021-02-08,8820413,1391782,2105677,3024665
2021-02-09,8811663,1296421,2076326,3018967
2021-02-10,8801821,1197896,2044252,3011722
2021-02-11,8790131,1082837,2006655,3002048
2021-02-12,8776621,966098,1967791,2989826
2021-02-13,8762019,845649,1931209,2977471
2021-02-14,8753962,798077,1915837,2970450
2021-02-15,8744225,746452,1899086,2962932
2021-02-16,8730904,682801,1857583,2947224
2021-02-17,8712284,614173,1786484,2922983
2021-02-18,8692964,560112,1718269,2900282
2021-02-19,8675058,518238,1664250,2880724
2021-02-20,8657201,483035,1610518,2861222
2021-02-21,8648808,469875,1592500,2852430
2021-02-22,8638392,450359,1568861,2841972
2021-02-23,8620269,427084,1509662,2820825
2021-02-24,8596665,396410,1430583,2788233
2021-02-25,8570422,367486,1345001,2748256
2021-02-26,8541995,339423,1258201,2702322
2021-02-27,8516872,320712,1192219,2664921
2021-02-28,8504587,311248,1170498,2642080
2021-03-01,8493268,303821,1152270,2619302
2021-03-02,8481669,295631,1131144,2590546
2021-03-03,8463812,285999,1094023,2550982
2021-03-04,8442700,272958,1043028,2497110
2021-03-05,8418172,259532,989037,2440991
2021-03-06,8392174,248661,931861,2381204
2021-03-07,8383452,246036,917693,2354184
2021-03-08,8374079,240646,899836,2320717
2021-03-09,8362942,235004,879326,2284016
2021-03-10,8349355,229747,856212,2241190
2021-03-11,8336979,224560,836829,2193331
2021-03-12,8315279,217938,804097,2119005
2021-03-13,8284948,210889,758982,1999123
2021-03-14,8271249,207571,739452,1940736
2021-03-15,8252657,202209,712306,1852550
2021-03-16,8229529,197365,683249,1746759
2021-03-17,8201536,193221,656985,1632806
2021-03-18,8170547,188790,629363,1492400
2021-03-19,8133230,184807,600306,1342796
2021-03-20,8080870,180656,564221,1136268
2021-03-21,8054214,179375,550081,1052541
2021-03-22,8029980,177058,534667,977396
2021-03-23,8000398,174419,519218,906108
2021-03-24,7965496,171654,504259,841862
2021-03-25,7922614,168959,489587,779940
2021-03-26,7869687,166404,473389,714931
2021-03-27,7788844,163793,453593,637203
2021-03-28,7744086,162659,444164,598143
2021-03-29,7709723,160951,434896,567035
2021-03-30,7671909,159047,426216,540442
2021-03-31,7632156,157045,417018,514493
2021-04-01,7602147,155519,410270,500843
2021-04-02,7584241,154735,407001,491771
2021-04-03,7567231,154126,403669,481523
2021-04-04,7559146,153874,401786,476994
2021-04-05,7555415,153706,400715,474950
2021-04-06,7542724,152922,397880,470701
2021-04-07,7527618,151662,393785,464765
2021-04-08,7514745,150556,390530,459501
2021-04-09,7499009,149303,386666,452879
2021-04-10,7478856,148351,383348,446789
2021-04-11,7468440,147938,382018,444360
2021-04-12,7462840,147266,380478,442057
2021-04-13,7450436,146489,378728,439747
2021-04-14,7424480,145691,376929,437458
2021-04-15,7389620,144893,374724,435008
2021-04-16,7353101,144081,372603,432740
2021-04-17,7311290,143521,370706,430563
2021-04-18,7283157,143262,369635,429520
2021-04-19,7256130,142723,368417,428015
2021-04-20,7230363,142086,366989,426615
2021-04-21,7199668,141414,365239,424746
2021-04-22,7165025,140770,363412,422947
2021-04-23,7128513,140063,361487,421057
2021-04-24,7081151,139545,359674,419328
2021-04-25,7058639,139244,358715,418453
2021-04-26,7037688,138768,357546,416913
2021-04-27,7006475,138229,355964,415254
2021-04-28,6972175,137641,354186,413833
2021-04-29,6933052,136997,352303,412461
2021-04-30,6894118,136479,350616,410949
2021-05-01,6853140,136115,349195,409927
2021-05-02,6827947,135968,348355,409325
2021-05-03,6807164,135835,347760,408919
2021-05-04,6773130,135527,346612,408079
2021-05-05,6735253,135093,345107,406784
2021-05-06,6699336,134519,343343,405447
2021-05-07,6658596,134050,341614,404061
2021-05-08,6609722,133714,339997,402808
2021-05-09,6583325,133553,339192,402157
2021-05-10,6557341,133203,337932,401177
2021-05-11,6525029,132776,336224,399791
2021-05-12,6469589,132188,333459,398069
2021-05-13,6406099,131565,330428,395871
2021-05-14,6341426,131110,327838,394233
2021-05-15,6266939,130739,325136,392637
2021-05-16,6229860,130557,323876,391769
2021-05-17,6202924,130291,322693,390761
2021-05-18,6150998,129843,320705,389368
2021-05-19,6065899,129290,317814,387646
2021-05-20,6065899,129290,317814,387646
total,9461361,4367643,2619904,3393537
