,0,1,2,3
2021-02-16,728805,3632048,746788,444829
2021-02-17,747075,3699675,816410,468832
2021-02-18,766080,3752700,883001,491183
2021-02-19,783727,3793951,935634,510517
2021-02-20,801528,3829105,989219,529970
2021-02-21,809893,3842251,1007160,538755
2021-02-22,819980,3861088,1029140,548989
2021-02-23,837662,3883635,1086414,569849
2021-02-24,860916,3913343,1163988,602168
2021-02-25,886802,3941742,1248072,641816
2021-02-26,914949,3969357,1333892,687470
2021-02-27,940044,3988075,1399783,724850
2021-02-28,952343,3997518,1421532,747677
2021-03-01,963291,4004182,1438332,770119
2021-03-02,974435,4011525,1457813,798490
2021-03-03,991872,4020296,1493282,837347
2021-03-04,1012543,4032525,1542674,890603
2021-03-05,1036616,4045356,1595174,946232
2021-03-06,1062537,4056206,1652161,1005872
2021-03-07,1071189,4058782,1666196,1032864
2021-03-08,1080114,4063241,1682513,1065659
2021-03-09,1090600,4067805,1700923,1101345
2021-03-10,1103543,4072201,1721839,1142624
2021-03-11,1115289,4076289,1739339,1188684
2021-03-12,1136590,4082365,1770881,1261491
2021-03-13,1166837,4089386,1815842,1381163
2021-03-14,1180522,4092718,1835365,1439473
2021-03-15,1198533,4097212,1860978,1525825
2021-03-16,1221080,4101321,1888593,1628977
2021-03-17,1248366,4104779,1913429,1740361
2021-03-18,1278690,4108678,1939742,1878422
2021-03-19,1315426,4112164,1967378,2026024
2021-03-20,1367709,4116252,2003337,2232349
2021-03-21,1394316,4117540,2017456,2316076
2021-03-22,1417927,4119304,2031603,2389275
2021-03-23,1446662,4121243,2045295,2458120
2021-03-24,1480710,4123364,2059071,2520504
2021-03-25,1522808,4125611,2072875,2580858
2021-03-26,1574972,4127865,2088261,2644537
2021-03-27,1655689,4130448,2108001,2722251
2021-03-28,1700433,4131575,2117430,2761360
2021-03-29,1734369,4132989,2125963,2791264
2021-03-30,1771693,4134571,2133936,2817101
2021-03-31,1811033,4136265,2142553,2842434
2021-04-01,1840608,4137504,2148741,2855510
2021-04-02,1858493,4138274,2152003,2864561
2021-04-03,1875461,4138876,2155314,2874760
2021-04-04,1883539,4139121,2157197,2879282
2021-04-05,1887263,4139289,2158261,2881305
2021-04-06,1899457,4139898,2160599,2884903
2021-04-07,1913968,4140864,2163882,2889719
2021-04-08,1926435,4141795,2166633,2894136
2021-04-09,1941730,4142845,2169986,2900065
2021-04-10,1961785,4143783,2173255,2906099
2021-04-11,1972187,4144189,2174550,2908493
2021-04-12,1977402,4144728,2175740,2910271
2021-04-13,1989435,4145379,2177154,2912112
2021-04-14,2014936,4146044,2178631,2913897
2021-04-15,2049054,4146702,2180353,2915724
2021-04-16,2084922,4147381,2182215,2917586
2021-04-17,2126684,4147934,2184070,2919686
2021-04-18,2154782,4148193,2185099,2920673
2021-04-19,2181179,4148564,2186072,2921674
2021-04-20,2206260,4149026,2187241,2922710
2021-04-21,2236206,4149523,2188718,2923977
2021-04-22,2270142,4150034,2190209,2925265
2021-04-23,2306185,4150573,2191882,2926686
2021-04-24,2353505,4151084,2193660,2928366
2021-04-25,2376010,4151385,2194612,2929227
2021-04-26,2395953,4151756,2195522,2930116
2021-04-27,2426501,4152169,2196880,2931194
2021-04-28,2459968,4152666,2198273,2932237
2021-04-29,2498363,4153233,2199967,2933336
2021-04-30,2536632,4153667,2201451,2934533
2021-05-01,2577554,4154010,2202851,2935541
2021-05-02,2602726,4154157,2203691,2936115
2021-05-03,2623488,4154262,2204216,2936472
2021-05-04,2656962,4154507,2205189,2937095
2021-05-05,2694265,4154836,2206456,2937970
2021-05-06,2728425,4155277,2208038,2938950
2021-05-07,2768388,4155648,2209522,2940035
2021-05-08,2817178,4155977,2211125,2941267
2021-05-09,2843358,4156124,2211923,2941897
2021-05-10,2868418,4156369,2212826,2942618
2021-05-11,2899540,4156670,2214240,2943584
2021-05-12,2953342,4157104,2216585,2944865
2021-05-13,3015432,4157538,2219140,2946307
2021-05-14,3079027,4157916,2221548,2947742
2021-05-15,3153430,4158287,2224236,2949338
2021-05-16,3190453,4158476,2225496,2950185
2021-05-17,3216346,4158672,2226455,2950913
2021-05-18,3267082,4158987,2228226,2951942
2021-05-19,3351005,4159428,2230935,2953419
2021-05-20,3351005,4159428,2230935,2953419
total,9461361,4367643,2619904,3393537
