,0,1,2,3
2021-01-11,13971685,4953991,3586478,4520264
2021-01-12,13946646,4903234,3577518,4506264
2021-01-13,13918527,4810596,3566479,4490388
2021-01-14,13888623,4697791,3553704,4473238
2021-01-15,13854463,4567941,3539291,4454534
2021-01-16,13828206,4460512,3528910,4440219
2021-01-17,13811014,4413444,3522428,4430643
2021-01-18,13786290,4373341,3512894,4417483
2021-01-19,13759417,4258492,3500749,4403196
2021-01-20,13729898,4148347,3485370,4387747
2021-01-21,13699196,4008102,3467212,4371052
2021-01-22,13667199,3820649,3444413,4353293
2021-01-23,13641789,3636878,3420487,4338824
2021-01-24,13627327,3566185,3408552,4330487
2021-01-25,13608203,3500462,3395203,4320127
2021-01-26,13586741,3427186,3378767,4308080
2021-01-27,13563277,3351257,3358355,4295305
2021-01-28,13540506,3223640,3331594,4282439
2021-01-29,13515089,3021242,3295712,4268271
2021-01-30,13495321,2827594,3261384,4256553
2021-01-31,13481965,2715636,3237157,4247992
2021-02-01,13467181,2607717,3214225,4238528
2021-02-02,13450290,2489620,3185945,4227398
2021-02-03,13432461,2350992,3146507,4214994
2021-02-04,13414877,2203495,3103324,4202548
2021-02-05,13396432,2047612,3054975,4189521
2021-02-06,13380689,1880396,2993515,4177033
2021-02-07,13373031,1802591,2969617,4170390
2021-02-08,13362083,1712543,2939657,4162312
2021-02-09,13348797,1604568,2900989,4151763
2021-02-10,13333495,1483097,2863665,4139478
2021-02-11,13317290,1341123,2821406,4124498
2021-02-12,13296472,1188411,2770264,4103638
2021-02-13,13274541,1043770,2720095,4080825
2021-02-14,13262270,991627,2698899,4067378
2021-02-15,13246863,931420,2672866,4053490
2021-02-16,13225926,855085,2622116,4029557
2021-02-17,13196778,777224,2535540,3990770
2021-02-18,13166832,706517,2447704,3953369
2021-02-19,13138244,659806,2374435,3921750
2021-02-20,13110552,619696,2298989,3890474
2021-02-21,13098162,605962,2278087,3880142
2021-02-22,13083112,585774,2245754,3864420
2021-02-23,13056386,560077,2170238,3831492
2021-02-24,13021148,529634,2057188,3779125
2021-02-25,12980058,496881,1940127,3719044
2021-02-26,12937113,469056,1821071,3654959
2021-02-27,12896058,449715,1721209,3595725
2021-02-28,12878782,441861,1692208,3565282
2021-03-01,12861940,433104,1664579,3531150
2021-03-02,12843376,423549,1629985,3490165
2021-03-03,12819912,412664,1587432,3441004
2021-03-04,12786907,399560,1517145,3375932
2021-03-05,12742772,384846,1423604,3294046
2021-03-06,12700247,373072,1338995,3210032
2021-03-07,12685197,369635,1316924,3167332
2021-03-08,12668523,362922,1288476,3113943
2021-03-09,12650519,356482,1259867,3058713
2021-03-10,12628966,349790,1227898,2992514
2021-03-11,12606503,343350,1198421,2924068
2021-03-12,12572840,335986,1152151,2833173
2021-03-13,12524729,328167,1086176,2696428
2021-03-14,12504702,324429,1057952,2624762
2021-03-15,12474266,318822,1022280,2513231
2021-03-16,12438972,312998,983332,2381176
2021-03-17,12401466,307734,948577,2240224
2021-03-18,12356015,302309,913458,2073470
2021-03-19,12302878,296856,875581,1856176
2021-03-20,12226949,292061,833112,1600494
2021-03-21,12193433,290213,816760,1493576
2021-03-22,12159553,287182,799932,1397403
2021-03-23,12122383,283430,783139,1311625
2021-03-24,12074286,279902,766059,1228822
2021-03-25,12020834,275737,746242,1145970
2021-03-26,11954390,272062,726250,1058414
2021-03-27,11866491,268667,703248,953533
2021-03-28,11818527,267267,692993,904582
2021-03-29,11776520,264747,681660,863478
2021-03-30,11733302,262080,670621,828156
2021-03-31,11683910,259238,659064,793051
2021-04-01,11646103,257187,650706,775677
2021-04-02,11625789,256494,647192,766192
2021-04-03,11603669,255647,642173,753977
2021-04-04,11598713,255423,640696,750211
2021-04-05,11593428,255199,639506,747887
2021-04-06,11575865,253876,634956,740376
2021-04-07,11559513,252308,630217,733159
2021-04-08,11542034,250586,625646,726810
2021-04-09,11523197,248829,621005,719285
2021-04-10,11497395,247562,616805,712229
2021-04-11,11484193,247058,614880,709072
2021-04-12,11476003,246085,612864,705971
2021-04-13,11462668,244923,610435,702674
2021-04-14,11423083,243761,607614,699391
2021-04-15,11377247,242501,604751,696171
2021-04-16,11326518,241031,601496,692916
2021-04-17,11269699,240254,598521,690018
2021-04-18,11236638,239960,597114,688709
2021-04-19,11191061,239288,595077,686770
2021-04-20,11144917,238392,592641,684201
2021-04-21,11095329,237433,589988,681821
2021-04-22,11040106,236376,587216,679266
2021-04-23,10982517,235291,584122,676508
2021-04-24,10919874,234654,581469,674100
2021-04-25,10888969,234381,580321,673029
2021-04-26,10855292,233674,578375,671216
2021-04-27,10812508,232855,576009,669284
2021-04-28,10757082,232022,573426,667345
2021-04-29,10699626,231161,570563,664888
2021-04-30,10638747,230167,567763,662480
2021-05-01,10571428,229740,565453,660618
2021-05-02,10533495,229579,564424,659827
2021-05-03,10502128,229411,563717,659323
2021-05-04,10449950,228879,561743,657706
2021-05-05,10394286,228151,559160,655550
2021-05-06,10342199,227479,556647,653709
2021-05-07,10287571,226702,553945,651896
2021-05-08,10214365,226191,551474,649922
2021-05-09,10175312,225974,550284,648998
2021-05-10,10135363,225505,548401,647353
2021-05-11,10080938,224602,545468,644826
2021-05-12,10003091,223825,541681,642467
2021-05-13,9910005,222999,537747,639912
2021-05-14,9809359,222180,533652,637308
2021-05-15,9698731,221662,529718,634655
2021-05-16,9641856,221424,527933,633479
2021-05-17,9597637,220941,526050,631456
2021-05-18,9513070,220248,522662,629097
2021-05-19,9389457,219457,518567,626269
2021-05-20,9265179,218638,514094,623525
2021-05-21,9166017,218008,510685,621012
2021-05-22,9073050,217644,507787,618926
2021-05-23,9071132,217637,507724,618898
2021-05-24,9070880,217616,507682,618877
total,14242851,5722066,3691954,4679332
