,5,6,7
2021-04-26,503720,363076,220605
2021-04-27,502103,361837,219891
2021-04-28,500416,360696,219366
2021-04-29,498505,359422,218722
2021-04-30,496454,358225,218057
2021-05-01,494893,357287,217679
2021-05-02,494144,356832,217490
2021-05-03,493661,356538,217364
2021-05-04,492352,355810,216944
2021-05-05,490665,354648,216342
2021-05-06,489090,353598,215782
2021-05-07,487403,352632,215250
2021-05-08,485695,351645,214718
2021-05-09,484841,351141,214501
2021-05-10,483497,350322,214032
2021-05-11,481572,349062,213318
2021-05-12,479535,347683,212646
2021-05-13,477190,346115,211813
2021-05-14,474971,344785,211099
2021-05-15,472759,343427,210413
2021-05-16,471646,342825,210077
2021-05-17,470239,341768,209489
2021-05-18,468384,340550,208796
2021-05-19,465976,339157,207991
2021-05-20,463757,337806,207123
2021-05-21,461853,336553,206444
2021-05-22,459998,335475,205849
2021-05-23,459606,335244,205723
2021-05-24,459046,334915,205520
2021-05-25,458486,334495,205345
2021-05-26,457807,334026,205114
total,3114629,2804333,2152038
